"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01001","5","10","71","0","2018","1","",803,8345,8384,8417,83371816,45828806,606226,765,"",0.96,0.90,0.90,0.90,0.90,1.01,1.00,0.99,"",5,0.6,258,3.2,236,2.9,230,2.8,5150668,6.6,2509252,5.8,-52776,-8.0,26,3.5
"01003","0","10","70","0","2018","1","",6203,69360,70600,73082,631679379,338098468,3784076,684,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",260,4.4,1202,1.8,1699,2.5,1943,2.7,30136608,5.0,12915831,4.0,-285407,-7.0,17,2.5
"01003","1","10","71","0","2018","1","",31,355,347,340,4995595,0,0,1106,"",0.84,0.26,0.25,0.24,0.30,0.00,0.00,1.20,"",-1,-3.1,15,4.4,2,0.6,-13,-3.7,111828,2.3,0,0.0,0,0.0,20,1.8
"01003","2","10","71","0","2018","1","",38,1132,1259,1251,11201930,0,0,710,"",0.87,0.51,0.55,0.53,0.55,0.00,0.00,1.03,"",-1,-2.6,-115,-9.2,124,10.9,11,0.9,223971,2.0,0,0.0,0,0.0,11,1.6
"01003","3","10","71","0","2018","1","",84,7925,8011,8090,80253023,3781155,23797,771,"",0.79,1.14,1.13,1.10,1.50,1.07,1.13,1.33,"",0,0.0,135,1.7,164,2.1,156,2.0,2501727,3.2,236348,6.7,1391,6.2,10,1.3
"01003","5","10","71","0","2018","1","",6050,59948,60983,63401,535228831,334317313,3760279,670,"",1.01,1.02,1.02,1.02,0.99,1.00,1.00,0.97,"",262,4.5,1167,2.0,1409,2.4,1789,2.9,27299082,5.4,12679483,3.9,-286798,-7.1,19,2.9
"01005","0","10","70","0","2018","1","",553,8066,7963,8055,74915104,38748327,502610,718,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.2,102,1.3,-29,-0.4,84,1.1,3578066,5.0,659061,1.7,4287,0.9,30,4.4
"01005","1","10","71","0","2018","1","",7,53,49,48,690598,0,0,1062,"",2.13,0.34,0.32,0.31,0.35,0.00,0.00,1.10,"",-1,-12.5,-1,-1.9,-7,-12.5,-5,-9.4,-52234,-7.0,0,0.0,0,0.0,10,1.0
"01005","2","10","71","0","2018","1","",18,591,588,593,5916699,0,0,771,"",4.62,2.30,2.29,2.29,2.43,0.00,0.00,1.06,"",0,0.0,9,1.5,15,2.6,3,0.5,-138209,-2.3,0,0.0,0,0.0,-30,-3.7
"01005","3","10","71","0","2018","1","",31,944,944,944,8383271,455519,6345,683,"",3.27,1.17,1.18,1.17,1.32,1.12,2.27,1.13,"",-1,-3.1,8,0.9,21,2.3,18,1.9,192646,2.4,8056,1.8,-2069,-24.6,4,0.6
"01005","5","10","71","0","2018","1","",497,6478,6382,6470,59924536,38292808,496265,715,"",0.93,0.95,0.95,0.95,0.93,1.00,0.99,0.99,"",1,0.2,86,1.3,-58,-0.9,68,1.1,3575863,6.3,651005,1.7,6356,1.3,39,5.8
"01007","0","10","70","0","2018","1","",376,4125,4186,4224,40568414,17473951,282448,747,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",19,5.3,68,1.7,102,2.5,59,1.4,170437,0.4,92787,0.5,-6025,-2.1,-11,-1.5
"01007","1","10","71","0","2018","1","",9,69,70,69,1145895,0,0,1271,"",4.02,0.86,0.87,0.85,1.08,0.00,0.00,1.26,"",0,0.0,-2,-2.8,-3,-4.1,-1,-1.4,-81346,-6.6,0,0.0,0,0.0,-52,-3.9
"01007","2","10","71","0","2018","1","",13,218,219,213,2430540,0,0,863,"",4.91,1.66,1.62,1.57,1.85,0.00,0.00,1.14,"",0,0.0,1,0.5,4,1.9,4,1.9,-86427,-3.4,0,0.0,0,0.0,-43,-4.7
"01007","3","10","71","0","2018","1","",31,955,970,972,7958832,303922,3264,634,"",4.80,2.32,2.31,2.29,2.32,1.66,2.08,1.00,"",0,0.0,-22,-2.3,-19,-1.9,-10,-1.0,-75065,-0.9,12479,4.3,18,0.6,5,0.8
"01007","5","10","71","0","2018","1","",323,2883,2927,2970,29033147,17170029,279184,763,"",0.89,0.82,0.82,0.83,0.84,1.00,0.99,1.01,"",19,6.2,91,3.3,120,4.3,66,2.3,413275,1.4,80308,0.5,-6043,-2.1,-14,-1.8
"01009","0","10","70","0","2018","1","",764,8299,8338,8307,74106604,36002126,383486,686,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,172,2.1,162,2.0,78,0.9,4719958,6.8,1303267,3.8,-2402,-0.6,33,5.1
"01009","1","10","71","0","2018","1","",10,98,87,89,1107656,0,0,933,"",2.20,0.61,0.54,0.56,0.57,0.00,0.00,1.01,"",0,0.0,7,7.7,-4,-4.4,-2,-2.2,-70700,-6.0,0,0.0,0,0.0,-63,-6.3
"01009","2","10","71","0","2018","1","",11,161,157,154,1256135,0,0,614,"",2.04,0.61,0.58,0.58,0.52,0.00,0.00,0.88,"",0,0.0,1,0.6,0,0.0,-2,-1.3,-13802,-1.1,0,0.0,0,0.0,-6,-1.0
"01009","3","10","71","0","2018","1","",44,1657,1673,1664,15538865,665342,7155,718,"",3.36,2.00,2.00,2.00,2.48,1.77,3.35,1.24,"",0,0.0,3,0.2,14,0.8,-22,-1.3,170601,1.1,-1010,-0.2,993,16.1,9,1.3
"01009","5","10","71","0","2018","1","",699,6383,6421,6400,56203948,35336784,376331,675,"",0.94,0.91,0.91,0.91,0.89,0.99,0.99,0.97,"",0,0.0,161,2.6,152,2.4,104,1.7,4633859,9.0,1304277,3.8,-3395,-0.9,42,6.6
"01011","0","10","70","0","2018","1","",159,2978,3026,3026,23869577,13855429,269231,610,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,10.4,32,1.1,38,1.3,-20,-0.7,143587,0.6,527552,4.0,-4344,-1.6,0,0.0
"01011","1","10","71","0","2018","1","",4,33,36,37,459345,0,0,1000,"",4.22,0.57,0.62,0.64,0.74,0.00,0.00,1.21,"",-2,-33.3,-1,-2.9,1,2.9,2,5.7,5164,1.1,0,0.0,0,0.0,-8,-0.8
"01011","2","10","71","0","2018","1","",10,233,233,232,2472339,0,0,817,"",8.93,2.46,2.39,2.38,3.19,0.00,0.00,1.32,"",1,11.1,3,1.3,2,0.9,3,1.3,-148510,-5.7,0,0.0,0,0.0,-60,-6.8
"01011","3","10","71","0","2018","1","",14,383,382,391,3036631,0,0,606,"",5.13,1.29,1.26,1.29,1.50,0.00,0.00,1.18,"",0,0.0,-15,-3.8,-17,-4.3,-13,-3.2,-83488,-2.7,0,0.0,0,0.0,6,1.0
"01011","5","10","71","0","2018","1","",131,2329,2375,2366,17901262,13855429,269231,584,"",0.85,0.92,0.93,0.92,0.88,1.01,1.01,0.95,"",16,13.9,45,2.0,52,2.2,-12,-0.5,370421,2.1,527552,4.0,-4344,-1.6,5,0.9
"01013","0","10","70","0","2018","1","",484,6562,6645,6732,55509394,31387474,460067,642,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,-130,-1.9,-28,-0.4,-31,-0.5,930433,1.7,-1450836,-4.4,-33702,-6.8,16,2.6
"01013","1","10","71","0","2018","1","",5,40,41,41,444443,0,0,841,"",1.73,0.31,0.32,0.32,0.31,0.00,0.00,0.97,"",0,0.0,-3,-7.0,0,0.0,-2,-4.7,10573,2.4,0,0.0,0,0.0,53,6.7
"01013","2","10","71","0","2018","1","",12,102,100,100,1057242,0,0,808,"",3.52,0.49,0.47,0.46,0.59,0.00,0.00,1.24,"",-1,-7.7,4,4.1,2,2.0,0,0.0,-11032,-1.0,0,0.0,0,0.0,-25,-3.0
"01013","3","10","71","0","2018","1","",24,784,785,797,6680699,128474,1633,652,"",2.89,1.20,1.18,1.18,1.42,0.39,0.64,1.20,"",0,0.0,4,0.5,6,0.8,15,1.9,92308,1.4,20451,18.9,128,8.5,3,0.5
"01013","5","10","71","0","2018","1","",443,5636,5719,5794,47327010,31259000,458434,637,"",0.94,1.01,1.01,1.01,1.00,1.01,1.00,0.98,"",2,0.5,-135,-2.3,-36,-0.6,-44,-0.8,838584,1.8,-1471287,-4.5,-33830,-6.9,19,3.1
"01015","0","10","70","0","2018","1","",2527,43906,44103,44447,435430383,182450886,2315726,759,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",40,1.6,154,0.4,183,0.4,118,0.3,5865690,1.4,1272754,0.7,-470815,-16.9,8,1.1
"01015","1","10","71","0","2018","1","",44,3572,3562,3573,56448972,0,0,1217,"",2.92,4.18,4.19,4.19,4.97,0.00,0.00,1.19,"",0,0.0,-44,-1.2,-29,-0.8,-9,-0.3,-5309256,-8.6,0,0.0,0,0.0,-104,-7.9
"01015","2","10","71","0","2018","1","",27,1675,1704,1715,20246324,0,0,917,"",1.52,1.20,1.20,1.20,1.43,0.00,0.00,1.19,"",0,0.0,-24,-1.4,-4,-0.2,-4,-0.2,233898,1.2,0,0.0,0,0.0,16,1.8
"01015","3","10","71","0","2018","1","",72,6490,6495,6480,65632326,994928,8220,778,"",1.66,1.48,1.47,1.45,1.78,0.52,0.64,1.21,"",1,1.4,225,3.6,212,3.4,182,2.9,3384095,5.4,30022,3.1,-506,-5.8,16,2.1
"01015","5","10","71","0","2018","1","",2384,32169,32342,32679,293102761,181455958,2307506,696,"",0.97,0.86,0.86,0.87,0.79,1.01,1.00,0.91,"",39,1.7,-3,0.0,4,0.0,-51,-0.2,7556953,2.6,1242732,0.7,-470309,-16.9,18,2.7
"01017","0","10","70","0","2018","1","",594,8368,8390,8363,77347740,37617180,372466,711,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,153,1.9,197,2.4,197,2.4,3904066,5.3,449364,1.2,-13743,-3.6,21,3.0
"01017","1","10","71","0","2018","1","",5,53,52,51,599827,0,0,887,"",1.41,0.33,0.32,0.32,0.30,0.00,0.00,0.92,"",0,0.0,-2,-3.6,-1,-1.9,-2,-3.8,5044,0.8,0,0.0,0,0.0,34,4.0
"01017","2","10","71","0","2018","1","",15,144,145,145,1269973,0,0,675,"",3.59,0.54,0.54,0.54,0.51,0.00,0.00,0.94,"",-1,-6.2,-4,-2.7,-5,-3.3,-9,-5.8,24196,1.9,0,0.0,0,0.0,39,6.1
"01017","3","10","71","0","2018","1","",58,1626,1631,1634,15281837,330830,1952,721,"",5.69,1.95,1.94,1.95,2.33,0.84,0.94,1.20,"",-2,-3.3,14,0.9,66,4.2,66,4.2,367651,2.5,-32,0.0,-838,-30.0,-4,-0.6
"01017","5","10","71","0","2018","1","",516,6545,6562,6533,60196103,37286350,370514,707,"",0.90,0.92,0.92,0.92,0.91,1.00,1.00,0.98,"",4,0.8,145,2.3,137,2.1,142,2.2,3507175,6.2,449396,1.2,-12905,-3.4,26,3.8
"01019","0","10","70","0","2018","1","",414,5218,5219,5278,43736381,22980830,349989,642,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,3.2,268,5.4,204,4.1,223,4.4,2203098,5.3,1686668,7.9,33511,10.6,4,0.6
"01019","1","10","71","0","2018","1","",8,48,47,51,545202,0,0,862,"",3.24,0.47,0.47,0.50,0.48,0.00,0.00,0.99,"",0,0.0,3,6.7,1,2.2,3,6.2,17329,3.3,0,0.0,0,0.0,-14,-1.6
"01019","2","10","71","0","2018","1","",11,90,101,104,931272,0,0,729,"",3.77,0.54,0.60,0.61,0.66,0.00,0.00,1.12,"",0,0.0,6,7.1,7,7.4,10,10.6,70275,8.2,0,0.0,0,0.0,-1,-0.1
"01019","3","10","71","0","2018","1","",24,1145,1150,1135,9953337,353608,4264,670,"",3.38,2.20,2.19,2.14,2.69,1.47,2.19,1.24,"",0,0.0,7,0.6,-7,-0.6,-8,-0.7,-4053,0.0,-9393,-2.6,1539,56.5,2,0.3
"01019","5","10","71","0","2018","1","",371,3935,3921,3988,32306570,22627222,345725,629,"",0.92,0.89,0.89,0.89,0.86,1.00,0.99,0.97,"",13,3.6,252,6.8,203,5.5,218,5.8,2119547,7.0,1696061,8.1,31972,10.2,5,0.8
"01021","0","10","70","0","2018","1","",785,9358,9364,9456,88746580,45982420,510200,727,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",29,3.8,127,1.4,93,1.0,127,1.4,5766205,6.9,2332107,5.3,-36676,-6.7,39,5.7
"01021","1","10","71","0","2018","1","",6,61,64,64,646873,0,0,790,"",1.28,0.33,0.35,0.35,0.28,0.00,0.00,0.80,"",0,0.0,1,1.7,2,3.2,2,3.2,7865,1.2,0,0.0,0,0.0,-11,-1.4
"01021","2","10","71","0","2018","1","",14,231,235,238,2573399,0,0,844,"",2.53,0.78,0.78,0.78,0.89,0.00,0.00,1.15,"",0,0.0,-5,-2.1,-3,-1.3,3,1.3,52551,2.1,0,0.0,0,0.0,24,2.9
"01021","3","10","71","0","2018","1","",33,1529,1484,1486,13406385,1497078,9334,688,"",2.45,1.64,1.58,1.57,1.78,3.11,3.29,1.12,"",0,0.0,24,1.6,-27,-1.8,-38,-2.5,290330,2.2,38717,2.7,7,0.1,21,3.1
"01021","5","10","71","0","2018","1","",732,7537,7581,7668,72119923,44485342,500866,730,"",0.96,0.95,0.95,0.96,0.95,0.98,0.99,0.99,"",29,4.1,107,1.4,121,1.6,160,2.1,5415459,8.1,2293390,5.4,-36683,-6.8,43,6.3
"01023","0","10","70","0","2018","1","",308,3531,3598,3599,45402157,19965652,376757,977,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,10.0,199,6.0,278,8.4,221,6.5,4319906,10.5,2123419,11.9,140622,59.6,32,3.4
"01023","1","10","71","0","2018","1","",7,25,27,26,267880,0,0,793,"",3.82,0.36,0.39,0.38,0.23,0.00,0.00,0.60,"",0,0.0,0,0.0,2,8.0,2,8.3,38824,16.9,0,0.0,0,0.0,79,11.1
"01023","2","10","71","0","2018","1","",11,62,71,71,485119,0,0,549,"",5.07,0.55,0.61,0.61,0.33,0.00,0.00,0.56,"",0,0.0,-7,-10.1,2,2.9,2,2.9,-52663,-9.8,0,0.0,0,0.0,-51,-8.5
"01023","3","10","71","0","2018","1","",23,388,388,380,3147430,206951,1831,628,"",4.35,1.10,1.07,1.05,0.82,0.99,0.87,0.76,"",0,0.0,-13,-3.2,-16,-4.0,-21,-5.2,-67591,-2.1,12380,6.4,293,19.1,13,2.1
"01023","5","10","71","0","2018","1","",267,3056,3112,3122,41501728,19758701,374926,1031,"",0.89,1.02,1.02,1.02,1.07,1.00,1.00,1.05,"",28,11.7,219,7.7,290,10.3,238,8.3,4401336,11.9,2111039,12.0,140329,59.8,29,2.9
"01025","0","10","70","0","2018","1","",653,7920,7925,7921,80050758,37964545,427550,777,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-153,-1.9,-146,-1.8,-196,-2.4,1987339,2.5,574668,1.5,-5070,-1.2,34,4.6
"01025","1","10","71","0","2018","1","",13,64,66,64,926615,0,0,1102,"",3.34,0.41,0.43,0.42,0.44,0.00,0.00,1.05,"",-1,-7.1,-13,-16.9,-2,-2.9,-9,-12.3,-116847,-11.2,0,0.0,0,0.0,-3,-0.3
"01025","2","10","71","0","2018","1","",16,332,346,347,3836929,0,0,864,"",3.48,1.32,1.35,1.36,1.48,0.00,0.00,1.10,"",-1,-5.9,-12,-3.5,-6,-1.7,-3,-0.9,53606,1.4,0,0.0,0,0.0,29,3.5
"01025","3","10","71","0","2018","1","",38,1318,1315,1323,12029984,1080316,10026,702,"",3.39,1.67,1.65,1.66,1.78,2.72,4.21,1.07,"",0,0.0,-36,-2.7,-36,-2.7,-24,-1.8,233053,2.0,36056,3.5,-1138,-10.2,30,4.5
"01025","5","10","71","0","2018","1","",586,6206,6198,6187,63257230,36884229,417524,785,"",0.93,0.92,0.92,0.92,0.92,0.98,0.98,1.00,"",2,0.3,-92,-1.5,-102,-1.6,-160,-2.5,1817527,3.0,538612,1.5,-3932,-0.9,37,4.9
"01027","0","10","70","0","2018","1","",214,4213,4248,4242,36237405,20629753,183231,658,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,2.4,213,5.3,222,5.5,194,4.8,2378606,7.0,1615609,8.5,-570,-0.3,11,1.7
"01027","1","10","71","0","2018","1","",6,55,55,55,757538,0,0,1059,"",4.71,0.67,0.67,0.68,0.80,0.00,0.00,1.19,"",0,0.0,1,1.9,2,3.8,0,0.0,69271,10.1,0,0.0,0,0.0,79,8.1
"01027","2","10","71","0","2018","1","",9,52,52,50,426807,0,0,640,"",5.97,0.39,0.38,0.37,0.36,0.00,0.00,0.96,"",0,0.0,2,4.0,1,2.0,-1,-2.0,-36337,-7.8,0,0.0,0,0.0,-63,-9.0
"01027","3","10","71","0","2018","1","",17,842,850,861,6244944,473669,4830,564,"",4.63,2.00,1.99,2.02,2.04,2.20,4.74,1.01,"",0,0.0,-1,-0.1,-6,-0.7,-4,-0.5,-51124,-0.8,10122,2.2,1308,37.1,-3,-0.5
"01027","5","10","71","0","2018","1","",182,3264,3291,3276,28808116,20156084,178401,676,"",0.88,0.91,0.91,0.91,0.93,0.99,0.98,1.02,"",5,2.8,211,6.9,225,7.3,199,6.5,2396796,9.1,1605487,8.7,-1878,-1.0,13,2.0
"01029","0","10","70","0","2018","1","",223,2145,2048,2096,22912019,9808144,184816,841,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,4.7,11,0.5,-62,-2.9,36,1.7,1025812,4.7,-396844,-3.9,-30887,-14.3,40,5.0
"01029","1","10","71","0","2018","1","",7,43,47,48,620151,0,0,1037,"",5.27,1.03,1.19,1.19,1.04,0.00,0.00,0.91,"",1,16.7,7,19.4,5,11.9,5,11.6,104211,20.2,0,0.0,0,0.0,53,5.4
"01029","2","10","71","0","2018","1","",10,121,114,123,821798,0,0,530,"",6.37,1.77,1.73,1.82,1.10,0.00,0.00,0.62,"",-1,-9.1,10,9.0,15,15.2,24,24.2,33752,4.3,0,0.0,0,0.0,-59,-10.0
"01029","3","10","71","0","2018","1","",31,592,594,601,5470893,654036,7358,706,"",8.10,2.77,2.89,2.86,2.82,6.38,7.16,0.99,"",-1,-3.1,-4,-0.7,-3,-0.5,2,0.3,172639,3.3,132596,25.4,501,7.3,24,3.5
"01029","5","10","71","0","2018","1","",175,1389,1293,1324,15999177,9154108,177458,922,"",0.81,0.76,0.74,0.74,0.81,0.95,0.97,1.09,"",11,6.7,-2,-0.1,-79,-5.8,5,0.4,715210,4.7,-529440,-5.5,-31388,-15.0,58,6.7
"01031","0","10","70","0","2018","1","",1073,15482,15713,15757,131406618,74783214,888658,646,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.4,138,0.9,316,2.1,281,1.8,3897266,3.1,1419269,1.9,-165278,-15.7,9,1.4
"01031","1","10","71","0","2018","1","",16,259,271,276,3934973,0,0,1127,"",2.50,0.86,0.89,0.91,1.15,0.00,0.00,1.29,"",0,0.0,26,11.2,33,13.9,37,15.5,541720,16.0,0,0.0,0,0.0,24,2.2
"01031","2","10","71","0","2018","1","",22,396,432,432,4232328,0,0,775,"",2.91,0.80,0.85,0.85,0.99,0.00,0.00,1.19,"",0,0.0,-17,-4.1,-12,-2.7,-6,-1.4,16686,0.4,0,0.0,0,0.0,24,3.2
"01031","3","10","71","0","2018","1","",42,1869,1886,1907,17920497,1673862,13408,730,"",2.28,1.21,1.20,1.21,1.61,2.14,2.71,1.34,"",0,0.0,8,0.4,9,0.5,15,0.8,245844,1.4,102064,6.5,3906,41.1,6,0.8
"01031","5","10","71","0","2018","1","",993,12958,13124,13142,105318820,73109352,875250,620,"",0.95,0.99,0.98,0.98,0.94,0.99,0.99,0.95,"",-4,-0.4,121,0.9,286,2.2,235,1.8,3093016,3.0,1317205,1.8,-169184,-16.2,9,1.5
"01033","0","10","70","0","2018","1","",1297,23163,23259,23501,254703908,120313396,1826177,841,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,1.3,-412,-1.7,-618,-2.6,-518,-2.2,3472426,1.4,-1137465,-0.9,-271509,-12.9,30,3.7
"01033","1","10","71","0","2018","1","",14,589,578,580,13347877,0,0,1763,"",1.81,1.31,1.29,1.29,2.01,0.00,0.00,1.55,"",0,0.0,-33,-5.3,-42,-6.8,-31,-5.1,-327777,-2.4,0,0.0,0,0.0,60,3.5
"01033","2","10","71","0","2018","1","",18,569,644,650,5915498,0,0,733,"",1.97,0.77,0.86,0.86,0.72,0.00,0.00,0.86,"",0,0.0,-44,-7.2,-58,-8.3,-47,-6.7,-291660,-4.7,0,0.0,0,0.0,21,2.9
"01033","3","10","71","0","2018","1","",46,3198,3192,3247,34394175,1020790,9218,824,"",2.07,1.38,1.37,1.38,1.60,0.81,0.91,1.16,"",0,0.0,-122,-3.7,-150,-4.5,-129,-3.8,1223252,3.7,-16591,-1.6,-418,-4.3,61,8.0
"01033","5","10","71","0","2018","1","",1219,18807,18845,19024,201046358,119292606,1816959,819,"",0.97,0.96,0.96,0.95,0.92,1.00,1.00,0.96,"",17,1.4,-213,-1.1,-368,-1.9,-311,-1.6,2868611,1.4,-1120874,-0.9,-271091,-13.0,25,3.1
"01035","0","10","70","0","2018","1","",254,3424,3428,3468,30466879,16003044,242611,681,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.8,84,2.5,98,2.9,97,2.9,671874,2.3,430968,2.8,-8026,-3.2,-4,-0.6
"01035","1","10","71","0","2018","1","",4,25,31,27,299510,0,0,833,"",2.64,0.37,0.47,0.41,0.38,0.00,0.00,0.91,"",0,0.0,0,0.0,6,24.0,-6,-18.2,7923,2.7,0,0.0,0,0.0,22,2.7
"01035","2","10","71","0","2018","1","",12,169,177,178,1959980,0,0,863,"",6.71,1.55,1.60,1.60,1.98,0.00,0.00,1.25,"",0,0.0,10,6.3,-1,-0.6,1,0.6,-16400,-0.8,0,0.0,0,0.0,-24,-2.7
"01035","3","10","71","0","2018","1","",21,494,491,500,4417977,78377,462,687,"",4.82,1.45,1.43,1.44,1.71,0.47,0.34,1.19,"",1,5.0,-13,-2.6,-14,-2.8,-7,-1.4,-114596,-2.5,-1496,-1.9,-10,-2.1,-2,-0.3
"01035","5","10","71","0","2018","1","",217,2736,2729,2763,23789412,15924667,242149,667,"",0.88,0.94,0.94,0.94,0.91,1.01,1.00,0.97,"",1,0.5,87,3.3,107,4.1,109,4.1,794947,3.5,432464,2.8,-8016,-3.2,-3,-0.4
"01037","0","10","70","0","2018","1","",122,1370,1371,1390,12570833,6483434,90990,702,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,2.5,3,0.2,-6,-0.4,9,0.7,73496,0.6,74711,1.2,-11217,-11.0,3,0.4
"01037","1","10","71","0","2018","1","",5,19,17,18,190748,0,0,815,"",6.88,0.71,0.64,0.67,0.58,0.00,0.00,0.86,"",0,0.0,3,18.8,0,0.0,2,12.5,17452,10.1,0,0.0,0,0.0,-1,-0.1
"01037","2","10","71","0","2018","1","",10,47,48,47,395100,0,0,642,"",11.64,1.08,1.09,1.05,0.97,0.00,0.00,0.90,"N",-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
