"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01077","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","51211","77","0","2017","4","",6,6,6,6,86658,874,24,1111,"",0.33,0.02,0.02,0.02,0.01,0.00,0.00,0.49,"",1,20.0,-1,-14.3,-1,-14.3,-1,-14.3,-76142,-46.8,-15126,-94.5,-408,-94.4,-678,-37.9
"01095","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","51211","77","0","2017","4","N",8,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01103","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","51211","77","0","2017","4","",18,30,27,25,574639,20041,287,1617,"",1.63,0.21,0.18,0.18,0.15,0.08,0.03,0.79,"",0,0.0,-44,-59.5,-69,-71.9,-8,-24.2,-365186,-38.9,-338458,-94.4,-9240,-97.0,549,51.4
"01125","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01127","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","51211","77","0","2017","4","",35,215,183,184,2569984,1299856,38266,1019,"",1.36,2.49,2.01,2.17,0.86,4.90,2.80,0.39,"",-2,-5.4,114,112.9,107,140.8,74,67.3,1547933,151.5,730348,128.2,26135,215.4,197,24.0
"02000","5","51211","57","0","2017","4","N",22,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",-5,-18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","51211","77","0","2017","4","N",7,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",-2,-22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02090","5","51211","77","0","2017","4","",3,8,9,12,194688,140013,2989,1549,"",0.70,0.13,0.15,0.21,0.13,0.31,0.17,0.78,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",-2,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02122","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02261","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",1.96,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","5","51211","77","0","2017","4","N",5,0,0,0,0,0,0,0,"N",4.23,0,0,0,0,0,0,0,"N",-3,-37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","5","51211","57","0","2017","4","",160,834,1216,796,7977638,1531424,31850,647,"",0.53,0.18,0.25,0.17,0.07,0.19,0.07,0.33,"",7,4.6,-79,-8.7,332,37.6,23,3.0,-272623,-3.3,-260508,-14.5,-7279,-18.6,-94,-12.7
"04003","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04005","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04013","5","51211","77","0","2017","4","",114,606,680,620,6146835,1165018,17275,744,"",0.62,0.19,0.20,0.19,0.07,0.20,0.06,0.36,"",2,1.8,-32,-5.0,104,18.1,46,8.0,-536547,-8.0,-69530,-5.6,-5221,-23.2,-119,-13.8
"04015","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04017","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04019","5","51211","77","0","2017","4","",16,31,321,30,469969,46406,362,284,"",0.45,0.05,0.51,0.05,0.03,0.05,0.01,0.16,"",-2,-11.1,-12,-27.9,154,92.2,-5,-14.3,64073,15.8,-7281,-13.6,-407,-52.9,-98,-25.7
"04021","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04025","5","51211","77","0","2017","4","",4,7,8,6,103323,15200,295,1135,"",0.37,0.07,0.07,0.06,0.05,0.09,0.04,0.74,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04027","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04999","5","51211","77","0","2017","4","",18,51,68,46,665346,105227,9408,931,"",0.59,1.07,1.36,0.97,0.31,0.85,1.31,0.27,"",5,38.5,45,750.0,59,655.6,41,820.0,532960,402.6,85696,438.8,8579,1034.9,-597,-39.1
"05000","5","51211","57","0","2017","4","",75,273,375,274,4045019,1235960,36422,1012,"",0.44,0.14,0.18,0.14,0.09,0.26,0.18,0.60,"",9,13.6,49,21.9,171,83.8,54,24.5,1243411,44.4,1014557,458.2,30394,504.2,14,1.4
"05007","5","51211","77","0","2017","4","N",9,0,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,0,"N",3,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05009","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05027","5","51211","77","0","2017","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05029","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05031","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05033","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05051","5","51211","77","0","2017","4","N",6,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05069","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05097","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",6.06,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05115","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05119","5","51211","77","0","2017","4","N",25,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0,"N",2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05125","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05131","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05143","5","51211","77","0","2017","4","",4,10,11,11,76499,8074,170,552,"",0.35,0.06,0.06,0.06,0.02,0.02,0.01,0.28,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05999","5","51211","77","0","2017","4","",18,10,11,12,366975,33054,1809,2566,"",1.00,0.17,0.18,0.21,0.22,0.13,0.11,1.17,"",0,0.0,-12,-54.5,-7,-38.9,-13,-52.0,-151474,-29.2,2889,9.6,405,28.8,725,39.4
"06000","5","51211","57","0","2017","4","",6893,103145,108671,105649,4300380655,270476986,15856443,3126,"",2.38,3.63,3.67,3.78,4.30,5.81,3.43,1.16,"",855,14.2,-28440,-21.6,-27787,-20.4,-28963,-21.5,121280544,2.9,-6936934,-2.5,-713686,-4.3,731,30.5
"06001","5","51211","77","0","2017","4","",89,1513,1541,1517,100848700,346223,12246,5091,"",0.75,1.17,1.15,1.20,2.06,0.18,0.06,1.75,"",10,12.7,67,4.6,87,6.0,57,3.9,15777,0.0,-80502,-18.9,-5291,-30.2,-246,-4.6
"06005","5","51211","77","0","2017","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06007","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06013","5","51211","77","0","2017","4","",18,144,151,156,8079360,172641,6186,4134,"",0.30,0.24,0.24,0.26,0.38,0.18,0.07,1.54,"",2,12.5,69,92.0,75,98.7,83,113.7,4188753,107.7,81038,88.5,2472,66.6,126,3.1
"06017","5","51211","77","0","2017","4","",4,11,11,11,190203,24285,954,1330,"",0.39,0.12,0.11,0.12,0.08,0.16,0.06,0.68,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06019","5","51211","77","0","2017","4","",11,29,27,24,264166,3660,116,762,"",0.16,0.05,0.04,0.04,0.02,0.00,0.00,0.43,"",5,83.3,-1,-3.3,-2,-6.9,-2,-7.7,4859,1.9,-2281,-38.4,-126,-52.1,58,8.2
"06023","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06027","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06029","5","51211","77","0","2017","4","N",5,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",3,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06031","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06033","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037","5","51211","77","0","2017","4","",5642,94698,99600,96924,3980159493,253856103,14923725,3154,"",6.11,12.97,13.07,13.41,15.41,21.05,12.69,1.17,"",653,13.1,-30886,-24.6,-30745,-23.6,-31614,-24.6,63718007,1.6,-18025031,-6.6,-1392754,-8.5,803,34.2
"06039","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.12,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06041","5","51211","77","0","2017","4","",54,192,191,190,6142670,145173,5488,2474,"",2.30,1.01,0.96,1.01,0.88,0.51,0.21,0.89,"",4,8.0,-4,-2.0,7,3.8,15,8.6,-243361,-3.8,13100,9.9,85,1.6,-181,-6.8
"06045","5","51211","77","0","2017","4","N",4,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06051","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06053","5","51211","77","0","2017","4","",13,31,31,32,3190180,13634,475,7832,"",0.50,0.09,0.09,0.11,0.41,0.03,0.01,4.13,"",-2,-13.3,1,3.3,0,0.0,1,3.2,449916,16.4,4256,45.4,77,19.3,958,13.9
"06055","5","51211","77","0","2017","4","",4,12,12,11,190516,23545,787,1256,"",0.36,0.09,0.09,0.09,0.05,0.12,0.04,0.56,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06057","5","51211","77","0","2017","4","N",4,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06059","5","51211","77","0","2017","4","",187,736,732,778,21297912,784638,33649,2188,"",0.82,0.28,0.26,0.30,0.25,0.17,0.08,0.89,"",39,26.4,10,1.4,19,2.7,37,5.0,4173162,24.4,207635,36.0,8000,31.2,375,20.7
"06061","5","51211","77","0","2017","4","N",8,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06065","5","51211","77","0","2017","4","N",36,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",8,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06067","5","51211","77","0","2017","4","",25,78,77,77,1267976,55124,2291,1261,"",0.23,0.07,0.07,0.07,0.04,0.04,0.02,0.54,"",5,25.0,-17,-17.9,-6,-7.2,-9,-10.5,-294725,-18.9,-43775,-44.3,-1869,-44.9,-105,-7.7
"06071","5","51211","77","0","2017","4","N",20,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",8,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06073","5","51211","77","0","2017","4","",140,339,343,333,5688182,375040,15227,1293,"",0.67,0.14,0.14,0.14,0.07,0.11,0.04,0.53,"",18,14.8,18,5.6,-5,-1.4,1,0.3,140141,2.5,78037,26.3,3058,25.1,14,1.1
"06075","5","51211","77","0","2017","4","",137,871,864,843,31733828,528581,24212,2841,"",1.20,0.73,0.69,0.71,0.45,0.28,0.13,0.64,"",17,14.2,-41,-4.5,-75,-8.0,-92,-9.8,-3016842,-8.7,-274784,-34.2,-19426,-44.5,-37,-1.3
"06077","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06079","5","51211","77","0","2017","4","",10,41,43,42,401132,34054,1704,735,"",0.51,0.21,0.21,0.22,0.08,0.11,0.06,0.40,"",-3,-23.1,10,32.3,11,34.4,13,44.8,6401,1.6,11017,47.8,650,61.7,-255,-25.8
"06081","5","51211","77","0","2017","4","",39,819,814,828,28014281,664760,25199,2627,"",0.73,1.23,1.17,1.26,0.69,0.63,0.25,0.56,"N",7,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06083","5","51211","77","0","2017","4","N",29,0,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,0,"N",2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","5","51211","77","0","2017","4","",41,183,182,179,5065971,539130,32805,2149,"",0.30,0.10,0.10,0.10,0.04,0.21,0.13,0.42,"N",11,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06087","5","51211","77","0","2017","4","",11,19,18,19,350085,22227,464,1443,"",0.61,0.11,0.10,0.12,0.08,0.08,0.02,0.74,"",4,57.1,3,18.8,0,0.0,1,5.6,77240,28.3,2227,11.1,-18,-3.7,232,19.2
"06089","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06095","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.05,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06097","5","51211","77","0","2017","4","N",13,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06099","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06101","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06107","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06111","5","51211","77","0","2017","4","",96,116,105,119,4719991,193459,6333,3204,"",1.88,0.22,0.19,0.23,0.31,0.22,0.08,1.50,"",8,9.1,15,14.9,-4,-3.7,9,8.2,574103,13.8,-44390,-18.7,-1914,-23.2,214,7.2
"06113","5","51211","77","0","2017","4","N",2,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06999","5","51211","77","0","2017","4","",233,3028,3637,3282,97045979,12409312,752327,2251,"",2.40,4.75,5.42,5.17,3.34,6.42,3.80,0.65,"",48,25.9,2465,437.8,3099,576.0,2703,466.8,60505179,165.6,11374188,1098.8,702255,1402.5,-2768,-55.2
"08000","5","51211","57","0","2017","4","",328,1317,1439,1323,20172040,3091490,75683,1141,"",0.88,0.30,0.32,0.31,0.16,0.22,0.13,0.51,"",8,2.5,-134,-9.2,-62,-4.1,21,1.6,-425537,-2.1,-564286,-15.4,-51437,-40.5,24,2.1
"08001","5","51211","77","0","2017","4","N",9,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",2,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08005","5","51211","77","0","2017","4","N",36,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",-3,-7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08013","5","51211","77","0","2017","4","",43,97,95,98,2131630,210162,4832,1696,"",1.50,0.32,0.30,0.33,0.21,0.27,0.15,0.67,"",4,10.3,-32,-24.8,-23,-19.5,-22,-18.3,-127068,-5.6,-24427,-10.4,295,6.5,276,19.4
"08014","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08029","5","51211","77","0","2017","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08031","5","51211","77","0","2017","4","",80,280,331,272,5432632,748362,20553,1420,"",1.32,0.33,0.38,0.33,0.18,0.29,0.18,0.53,"",-3,-3.6,15,5.7,14,4.4,33,13.8,405042,8.1,-97285,-11.5,1895,10.2,7,0.5
"08035","5","51211","77","0","2017","4","",18,43,45,46,909496,57834,813,1566,"",0.80,0.22,0.22,0.23,0.13,0.08,0.03,0.60,"",2,12.5,-3,-6.5,2,4.7,-6,-11.5,-63588,-6.5,-32814,-36.2,-238,-22.6,-27,-1.7
"08037","5","51211","77","0","2017","4","N",8,0,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,0,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08039","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08041","5","51211","77","0","2017","4","",33,54,62,73,926879,144633,2528,1132,"",0.89,0.12,0.13,0.16,0.08,0.11,0.04,0.59,"",3,10.0,7,14.9,15,31.9,17,30.4,211924,29.6,-32680,-18.4,-1284,-33.7,32,2.9
"08045","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08047","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",3.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08049","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08051","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08059","5","51211","77","0","2017","4","",35,148,139,129,2484746,183717,4842,1378,"",0.92,0.38,0.34,0.34,0.22,0.16,0.10,0.62,"",4,12.9,111,300.0,105,308.8,96,290.9,1990126,402.4,158741,635.6,4542,1514.0,280,25.5
"08067","5","51211","77","0","2017","4","N",4,0,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08069","5","51211","77","0","2017","4","",17,21,23,19,299655,47389,1087,1098,"",0.74,0.08,0.08,0.07,0.04,0.06,0.04,0.54,"",0,0.0,-1,-4.5,0,0.0,-4,-17.4,10697,3.7,6477,15.8,198,22.3,117,11.9
"08077","5","51211","77","0","2017","4","N",3,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08083","5","51211","77","0","2017","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08097","5","51211","77","0","2017","4","",8,12,11,10,278410,9236,144,1947,"",2.37,0.50,0.44,0.34,0.39,0.07,0.04,0.92,"",-3,-27.3,3,33.3,1,10.0,-1,-9.1,-101730,-26.8,-11909,-56.3,-136,-48.6,-977,-33.4
"08101","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08105","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08109","5","51211","77","0","2017","4","N",1,0,0,0,0,0,0,0,"N",2.71,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
