"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01001","5","10","71","0","2018","2","",805,8418,8428,8446,77667556,13353891,158247,709,"",0.96,0.90,0.90,0.90,0.91,1.02,1.01,1.01,"",6,0.8,181,2.2,133,1.6,78,0.9,4190414,5.7,-115981,-0.9,-11105,-6.6,28,4.1
"01003","0","10","70","0","2018","2","",6249,74192,75685,77577,679743029,130241066,1595738,690,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",222,3.7,1815,2.5,2253,3.1,2417,3.2,42769072,6.7,6271093,5.1,-17582,-1.1,25,3.8
"01003","1","10","71","0","2018","2","",33,343,349,350,5159008,0,0,1143,"",0.90,0.24,0.24,0.24,0.26,0.00,0.00,1.10,"",1,3.1,6,1.8,4,1.2,5,1.4,181214,3.6,0,0.0,0,0.0,24,2.1
"01003","2","10","71","0","2018","2","",39,1259,1239,1177,11585479,0,0,728,"",0.89,0.53,0.52,0.49,0.50,0.00,0.00,0.97,"",1,2.6,100,8.6,50,4.2,-31,-2.6,428240,3.8,0,0.0,0,0.0,4,0.6
"01003","3","10","71","0","2018","2","",84,8105,8225,8220,83325178,547928,3321,783,"",0.79,1.10,1.09,1.09,1.29,0.27,0.36,1.18,"",0,0.0,166,2.1,221,2.8,161,2.0,3660704,4.6,61755,12.7,392,13.4,17,2.2
"01003","5","10","71","0","2018","2","",6093,64485,65872,67830,579673364,129693138,1592417,675,"",1.01,1.02,1.02,1.03,1.01,1.02,1.01,0.99,"",220,3.7,1543,2.5,1978,3.1,2282,3.5,38498914,7.1,6209338,5.0,-17974,-1.1,26,4.0
"01005","0","10","70","0","2018","2","",554,8071,8066,8163,76797205,12025295,162870,729,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.4,78,1.0,76,1.0,146,1.8,5984723,8.5,1299898,12.1,6886,4.4,48,7.0
"01005","1","10","71","0","2018","2","",7,52,52,47,683276,0,0,1044,"",2.14,0.34,0.34,0.30,0.31,0.00,0.00,0.95,"",-1,-12.5,-3,-5.5,1,2.0,-8,-14.5,-48703,-6.7,0,0.0,0,0.0,-5,-0.5
"01005","2","10","71","0","2018","2","",18,607,600,599,6548664,0,0,837,"",4.64,2.35,2.35,2.36,2.48,0.00,0.00,1.05,"",0,0.0,13,2.2,-30,-4.8,-16,-2.6,381702,6.2,0,0.0,0,0.0,63,8.1
"01005","3","10","71","0","2018","2","",31,949,952,985,8160945,128466,2050,653,"",3.29,1.18,1.18,1.24,1.12,0.67,2.17,0.93,"",-1,-3.1,23,2.5,23,2.5,40,4.2,161757,2.0,-15738,-10.9,-924,-31.1,-6,-0.9
"01005","5","10","71","0","2018","2","",498,6463,6462,6532,61404320,11896829,160820,728,"",0.93,0.94,0.94,0.94,0.95,1.01,0.99,1.01,"",0,0.0,45,0.7,82,1.3,130,2.0,5489967,9.8,1315636,12.4,7810,5.1,56,8.3
"01007","0","10","70","0","2018","2","",374,4202,4239,4294,40915986,5114515,79045,741,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,3.9,57,1.4,110,2.7,135,3.2,181151,0.4,382728,8.1,2815,3.7,-15,-2.0
"01007","1","10","71","0","2018","2","",9,70,67,73,1094362,0,0,1203,"",4.08,0.87,0.83,0.89,0.93,0.00,0.00,1.08,"",0,0.0,-2,-2.8,-5,-6.9,2,2.8,-25657,-2.3,0,0.0,0,0.0,1,0.1
"01007","2","10","71","0","2018","2","",13,217,218,215,2151668,0,0,764,"",4.96,1.62,1.63,1.61,1.53,0.00,0.00,0.95,"",0,0.0,3,1.4,7,3.3,-3,-1.4,-397930,-15.6,0,0.0,0,0.0,-151,-16.5
"01007","3","10","71","0","2018","2","",31,980,981,1006,7828348,91852,1091,609,"",4.87,2.34,2.32,2.41,2.02,1.13,2.38,0.86,"",0,0.0,-5,-0.5,-3,-0.3,-1,-0.1,-88475,-1.1,24970,37.3,478,78.0,-5,-0.8
"01007","5","10","71","0","2018","2","",321,2935,2973,3000,29841608,5022663,77954,773,"",0.88,0.82,0.83,0.82,0.87,1.01,0.99,1.05,"",14,4.6,61,2.1,111,3.9,137,4.8,693213,2.4,357758,7.7,2337,3.1,-9,-1.2
"01009","0","10","70","0","2018","2","",774,8441,8515,8554,73572453,10886415,131046,666,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.4,261,3.2,206,2.5,182,2.2,3487373,5.0,-387317,-3.4,-1834,-1.4,15,2.3
"01009","1","10","71","0","2018","2","",10,80,82,89,1135371,0,0,1044,"",2.19,0.50,0.51,0.55,0.54,0.00,0.00,1.04,"",0,0.0,-8,-9.1,-10,-10.9,-6,-6.3,-43504,-3.7,0,0.0,0,0.0,55,5.6
"01009","2","10","71","0","2018","2","",11,157,161,168,1419426,0,0,674,"",2.03,0.58,0.60,0.63,0.56,0.00,0.00,0.93,"",0,0.0,0,0.0,3,1.9,7,4.3,4959,0.4,0,0.0,0,0.0,-12,-1.7
"01009","3","10","71","0","2018","2","",44,1672,1684,1649,15224615,96855,1407,702,"",3.34,1.99,1.98,1.98,2.18,0.56,1.85,1.10,"",0,0.0,-14,-0.8,-9,-0.5,-3,-0.2,263873,1.8,-5724,-5.6,348,32.9,16,2.3
"01009","5","10","71","0","2018","2","",709,6532,6588,6648,55793041,10789560,129639,651,"",0.94,0.91,0.91,0.91,0.90,1.01,1.00,0.99,"",3,0.4,283,4.5,222,3.5,184,2.8,3262045,6.2,-381593,-3.4,-2182,-1.7,16,2.5
"01011","0","10","70","0","2018","2","",161,3048,3024,3004,26011586,4441537,82014,661,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,9.5,41,1.4,-5,-0.2,28,0.9,1229201,5.0,-419988,-8.6,-10549,-11.4,26,4.1
"01011","1","10","71","0","2018","2","",4,33,34,33,455475,0,0,1051,"",4.21,0.57,0.59,0.58,0.61,0.00,0.00,1.06,"",-2,-33.3,-3,-8.3,-1,-2.9,-2,-5.7,8163,1.8,0,0.0,0,0.0,77,7.9
"01011","2","10","71","0","2018","2","",10,248,246,232,2970868,0,0,944,"",8.86,2.55,2.57,2.48,3.32,0.00,0.00,1.31,"",1,11.1,19,8.3,16,7.0,14,6.4,496614,20.1,0,0.0,0,0.0,101,12.0
"01011","3","10","71","0","2018","2","",14,399,400,412,3078313,0,0,587,"",5.11,1.31,1.33,1.41,1.25,0.00,0.00,0.93,"",0,0.0,6,1.5,0,0.0,-16,-3.7,-69967,-2.2,0,0.0,0,0.0,-8,-1.3
"01011","5","10","71","0","2018","2","",133,2368,2344,2327,19506930,4441537,82014,640,"",0.85,0.91,0.91,0.91,0.89,1.02,1.01,0.98,"",15,12.7,19,0.8,-20,-0.8,32,1.4,794391,4.2,-419988,-8.6,-10549,-11.4,24,3.9
"01013","0","10","70","0","2018","2","",479,6719,6705,6759,57800134,10429153,153077,661,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-2.0,-78,-1.1,-101,-1.5,-36,-0.5,1665306,3.0,-134894,-1.3,1742,1.2,26,4.1
"01013","1","10","71","0","2018","2","",5,40,39,38,501582,0,0,989,"",1.77,0.31,0.31,0.30,0.30,0.00,0.00,1.00,"",0,0.0,-3,-7.0,-4,-9.3,-4,-9.5,-1815,-0.4,0,0.0,0,0.0,81,8.9
"01013","2","10","71","0","2018","2","",12,101,99,98,1033319,0,0,800,"",3.58,0.47,0.47,0.47,0.52,0.00,0.00,1.11,"",0,0.0,4,4.1,1,1.0,1,1.0,9276,0.9,0,0.0,0,0.0,-9,-1.1
"01013","3","10","71","0","2018","2","",24,799,797,819,6969990,54842,576,666,"",2.94,1.19,1.19,1.25,1.27,0.33,0.65,1.05,"",0,0.0,5,0.6,-5,-0.6,8,1.0,-124871,-1.8,-7341,-11.8,-16,-2.7,-14,-2.1
"01013","5","10","71","0","2018","2","",438,5779,5770,5804,49295243,10374311,152501,656,"",0.94,1.01,1.01,1.01,1.01,1.02,1.00,1.00,"",-10,-2.2,-84,-1.4,-93,-1.6,-41,-0.7,1782716,3.8,-127553,-1.2,1758,1.2,32,5.1
"01015","0","10","70","0","2018","2","",2544,44407,44466,44708,435505109,55256316,654155,752,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",44,1.8,105,0.2,234,0.5,434,1.0,11890502,2.8,-409921,-0.7,-125315,-16.1,16,2.2
"01015","1","10","71","0","2018","2","",45,3597,3597,3629,56926279,0,0,1214,"",3.00,4.23,4.26,4.26,4.56,0.00,0.00,1.07,"",1,2.3,33,0.9,45,1.3,101,2.9,1453944,2.6,0,0.0,0,0.0,11,0.9
"01015","2","10","71","0","2018","2","",27,1707,1713,1714,20748893,0,0,933,"",1.51,1.20,1.22,1.23,1.39,0.00,0.00,1.14,"",0,0.0,-9,-0.5,4,0.2,125,7.9,965657,4.9,0,0.0,0,0.0,22,2.4
"01015","3","10","71","0","2018","2","",72,6519,6528,6665,64404719,119620,2094,754,"",1.66,1.47,1.47,1.53,1.56,0.14,0.55,1.05,"",0,0.0,217,3.4,-45,-0.7,-55,-0.8,1953150,3.1,-44705,-27.2,-420,-16.7,19,2.6
"01015","5","10","71","0","2018","2","",2400,32584,32628,32700,293425218,55136696,652061,692,"",0.97,0.86,0.86,0.86,0.80,1.02,1.00,0.93,"",43,1.8,-136,-0.4,230,0.7,263,0.8,7517751,2.6,-365216,-0.7,-124895,-16.1,16,2.4
"01017","0","10","70","0","2018","2","",602,8389,8370,8377,78424970,9851835,111061,720,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,1.5,130,1.6,68,0.8,65,0.8,3708141,5.0,-124,0.0,-6069,-5.2,27,3.9
"01017","1","10","71","0","2018","2","",5,51,49,50,701525,0,0,1079,"",1.41,0.32,0.31,0.31,0.31,0.00,0.00,1.00,"",0,0.0,-2,-3.8,-3,-5.8,-3,-5.7,28815,4.3,0,0.0,0,0.0,96,9.8
"01017","2","10","71","0","2018","2","",15,148,147,147,1243682,0,0,649,"",3.56,0.55,0.56,0.56,0.46,0.00,0.00,0.83,"",0,0.0,1,0.7,1,0.7,-3,-2.0,989,0.1,0,0.0,0,0.0,2,0.3
"01017","3","10","71","0","2018","2","",58,1646,1635,1655,16133010,81671,483,754,"",5.66,1.97,1.96,2.03,2.17,0.52,0.75,1.09,"",-1,-1.7,69,4.4,51,3.2,57,3.6,754685,4.9,36998,82.8,205,73.7,8,1.1
"01017","5","10","71","0","2018","2","",524,6544,6539,6525,60346753,9770164,110578,710,"",0.90,0.92,0.92,0.91,0.91,1.01,1.00,1.00,"",10,1.9,62,1.0,19,0.3,14,0.2,2923652,5.1,-37122,-0.4,-6274,-5.4,31,4.6
"01019","0","10","70","0","2018","2","",416,5343,5356,5295,45668392,8100691,121094,659,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,4.5,243,4.8,252,4.9,210,4.1,3024844,7.1,1139380,16.4,23193,23.7,15,2.3
"01019","1","10","71","0","2018","2","",8,46,45,46,623749,0,0,1051,"",3.26,0.45,0.44,0.46,0.48,0.00,0.00,1.06,"",0,0.0,-1,-2.1,-2,-4.3,-2,-4.2,28311,4.8,0,0.0,0,0.0,83,8.6
"01019","2","10","71","0","2018","2","",11,101,100,90,929004,0,0,737,"",3.77,0.59,0.59,0.55,0.59,0.00,0.00,1.03,"",0,0.0,6,6.3,6,6.4,6,7.1,-3458,-0.4,0,0.0,0,0.0,-51,-6.5
"01019","3","10","71","0","2018","2","",24,1145,1152,1168,10021556,41285,416,667,"",3.39,2.15,2.16,2.27,2.32,0.32,0.59,1.06,"",0,0.0,-28,-2.4,-15,-1.3,20,1.7,126851,1.3,-5073,-10.9,60,16.9,12,1.8
"01019","5","10","71","0","2018","2","",373,4051,4059,3991,34094083,8059406,120678,650,"",0.92,0.89,0.89,0.88,0.89,1.02,1.00,1.00,"",18,5.1,266,7.0,263,6.9,186,4.9,2873140,9.2,1144453,16.6,23133,23.7,17,2.7
"01021","0","10","70","0","2018","2","",796,9616,9629,9661,87220528,12368306,135611,696,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",39,5.2,284,3.0,268,2.9,230,2.4,4092212,4.9,-5113403,-29.3,-82465,-37.8,14,2.1
"01021","1","10","71","0","2018","2","",6,63,62,63,761979,0,0,935,"",1.28,0.34,0.34,0.34,0.30,0.00,0.00,0.89,"",0,0.0,1,1.6,3,5.1,2,3.3,18488,2.5,0,0.0,0,0.0,-8,-0.8
"01021","2","10","71","0","2018","2","",14,247,245,248,2580304,0,0,805,"",2.51,0.80,0.80,0.83,0.86,0.00,0.00,1.06,"",0,0.0,10,4.2,7,2.9,9,3.8,24653,1.0,0,0.0,0,0.0,-21,-2.5
"01021","3","10","71","0","2018","2","",34,1525,1531,1547,13078007,268231,1819,656,"",2.51,1.59,1.59,1.65,1.58,1.37,2.32,0.98,"",1,3.0,27,1.8,32,2.1,14,0.9,254334,2.0,3863,1.5,137,8.1,3,0.5
"01021","5","10","71","0","2018","2","",742,7781,7791,7803,70800238,12100075,133792,699,"",0.96,0.95,0.95,0.95,0.96,1.00,0.99,1.01,"",38,5.4,246,3.3,226,3.0,205,2.7,3794737,5.7,-5117266,-29.7,-82602,-38.2,18,2.6
"01023","0","10","70","0","2018","2","",313,3638,3679,3752,43415417,5212561,94759,905,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,9.4,272,8.1,224,6.5,295,8.5,4938833,12.8,1383232,36.1,39465,71.4,41,4.7
"01023","1","10","71","0","2018","2","",7,26,25,26,320788,0,0,961,"",3.79,0.37,0.36,0.36,0.26,0.00,0.00,0.71,"",0,0.0,3,13.0,1,4.2,2,8.3,41276,14.8,0,0.0,0,0.0,53,5.8
"01023","2","10","71","0","2018","2","",11,67,74,68,490468,0,0,542,"",5.02,0.58,0.64,0.58,0.33,0.00,0.00,0.55,"",0,0.0,-2,-2.9,-2,-2.6,-2,-2.9,-82824,-14.4,0,0.0,0,0.0,-73,-11.9
"01023","3","10","71","0","2018","2","",23,380,378,389,3141324,41346,358,632,"",4.32,1.05,1.03,1.07,0.76,0.50,0.65,0.73,"",0,0.0,-21,-5.2,-27,-6.7,-9,-2.3,-81688,-2.5,-11415,-21.6,-2,-0.6,14,2.3
"01023","5","10","71","0","2018","2","",272,3165,3202,3269,39462837,5171215,94401,945,"",0.90,1.02,1.02,1.02,1.08,1.02,1.00,1.05,"",27,11.0,292,10.2,252,8.5,304,10.3,5062069,14.7,1394647,36.9,39467,71.8,42,4.7
"01025","0","10","70","0","2018","2","",653,8089,8073,8090,78527768,10251669,130545,747,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.2,23,0.3,22,0.3,-39,-0.5,2660030,3.5,-93805,-0.9,-20093,-13.3,25,3.5
"01025","1","10","71","0","2018","2","",14,64,64,72,959734,0,0,1107,"",3.64,0.41,0.42,0.47,0.43,0.00,0.00,0.99,"",0,0.0,-3,-4.5,-2,-3.0,6,9.1,53610,5.9,0,0.0,0,0.0,56,5.3
"01025","2","10","71","0","2018","2","",16,343,355,338,3851092,0,0,858,"",3.50,1.33,1.39,1.34,1.43,0.00,0.00,1.05,"",-1,-5.9,-6,-1.7,-1,-0.3,-9,-2.6,-48607,-1.2,0,0.0,0,0.0,3,0.4
"01025","3","10","71","0","2018","2","",38,1317,1344,1370,11630849,130098,1015,666,"",3.42,1.63,1.67,1.74,1.56,0.80,1.34,0.93,"",0,0.0,-44,-3.2,-13,-1.0,-25,-1.8,-337562,-2.8,-7748,-5.6,-128,-11.2,-6,-0.9
"01025","5","10","71","0","2018","2","",585,6365,6310,6310,62086093,10121571,129530,755,"",0.92,0.93,0.92,0.91,0.94,1.01,1.00,1.02,"",0,0.0,76,1.2,38,0.6,-11,-0.2,2992589,5.1,-86057,-0.8,-19965,-13.4,33,4.6
"01027","0","10","70","0","2018","2","",215,4296,4275,4278,36234089,6009026,59227,651,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,2.9,205,5.0,185,4.5,229,5.7,2748639,8.2,363492,6.4,-1425,-2.3,19,3.0
"01027","1","10","71","0","2018","2","",6,53,52,54,706395,0,0,1025,"",4.73,0.64,0.64,0.66,0.68,0.00,0.00,1.05,"",0,0.0,-4,-7.0,-3,-5.5,-4,-6.9,42425,6.4,0,0.0,0,0.0,124,13.8
"01027","2","10","71","0","2018","2","",9,51,51,50,441341,0,0,670,"",5.97,0.37,0.38,0.38,0.35,0.00,0.00,0.94,"",0,0.0,0,0.0,0,0.0,0,0.0,-17169,-3.7,0,0.0,0,0.0,-26,-3.7
"01027","3","10","71","0","2018","2","",17,857,848,840,6503306,79186,1073,590,"",4.64,2.00,1.99,2.02,1.90,0.83,3.13,0.95,"",0,0.0,-12,-1.4,-14,-1.6,-16,-1.9,-103306,-1.6,-19681,-19.9,238,28.5,1,0.2
"01027","5","10","71","0","2018","2","",183,3335,3324,3334,28583047,5929840,58154,660,"",0.88,0.91,0.92,0.91,0.94,1.01,0.99,1.02,"",6,3.4,221,7.1,202,6.5,249,8.1,2826689,11.0,383173,6.9,-1663,-2.8,22,3.4
"01029","0","10","70","0","2018","2","",220,2111,2137,2136,23675511,2901338,42252,856,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,2.8,15,0.7,-8,-0.4,-29,-1.3,794946,3.5,483151,20.0,6030,16.6,32,3.9
"01029","1","10","71","0","2018","2","",7,50,50,49,666134,0,0,1032,"",5.40,1.24,1.23,1.21,0.98,0.00,0.00,0.80,"",1,16.7,8,19.0,7,16.3,5,11.4,85427,14.7,0,0.0,0,0.0,-7,-0.7
"01029","2","10","71","0","2018","2","",10,129,133,141,910210,0,0,521,"",6.49,1.91,1.97,2.12,1.12,0.00,0.00,0.56,"",-1,-9.1,28,27.7,30,29.1,35,33.0,55560,6.5,0,0.0,0,0.0,-115,-18.1
"01029","3","10","71","0","2018","2","",31,621,624,618,5651973,240678,2698,700,"",8.28,2.95,2.93,2.98,2.52,5.24,11.02,0.85,"",-1,-3.1,21,3.5,16,2.6,8,1.3,112379,2.0,17770,8.0,-240,-8.2,-3,-0.4
"01029","5","10","71","0","2018","2","",172,1311,1330,1328,16447194,2660660,39554,956,"",0.81,0.73,0.73,0.73,0.82,0.94,0.94,1.13,"",7,4.2,-42,-3.1,-61,-4.4,-77,-5.5,541580,3.4,465381,21.2,6270,18.8,71,8.0
"01031","0","10","70","0","2018","2","",1071,15802,15877,15907,135293581,24220973,276255,656,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-12,-1.1,53,0.3,41,0.3,72,0.5,4399653,3.4,-382139,-1.6,-61457,-18.2,19,3.0
"01031","1","10","71","0","2018","2","",16,283,287,279,4249892,0,0,1155,"",2.53,0.94,0.95,0.92,1.10,0.00,0.00,1.17,"",0,0.0,38,15.5,49,20.6,47,20.3,894704,26.7,0,0.0,0,0.0,72,6.6
"01031","2","10","71","0","2018","2","",21,435,431,417,4497872,0,0,809,"",2.80,0.86,0.86,0.84,0.97,0.00,0.00,1.13,"",-1,-4.5,-7,-1.6,-8,-1.8,4,1.0,167660,3.9,0,0.0,0,0.0,37,4.8
"01031","3","10","71","0","2018","2","",42,1922,1941,1956,18061922,211355,2030,716,"",2.30,1.22,1.23,1.27,1.41,0.55,1.27,1.14,"",0,0.0,24,1.3,34,1.8,17,0.9,213975,1.2,-304,-0.1,736,56.9,-1,-0.1
"01031","5","10","71","0","2018","2","",992,13162,13218,13255,108483895,24009618,274225,632,"",0.95,0.98,0.98,0.98,0.95,1.01,1.00,0.97,"",-11,-1.1,-2,0.0,-34,-0.3,4,0.0,3123314,3.0,-381835,-1.6,-62193,-18.5,19,3.1
"01033","0","10","70","0","2018","2","",1300,23622,23648,23799,257181008,28801365,418404,835,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,0.9,-437,-1.8,-359,-1.5,-115,-0.5,-664412,-0.3,-59697,-0.2,-35368,-7.8,8,1.0
"01033","1","10","71","0","2018","2","",14,578,568,571,15385106,0,0,2068,"",1.83,1.28,1.27,1.26,2.09,0.00,0.00,1.65,"",0,0.0,-32,-5.2,-37,-6.1,-16,-2.7,-812689,-5.0,0,0.0,0,0.0,-6,-0.3
"01033","2","10","71","0","2018","2","",18,660,661,615,5930304,0,0,707,"",1.98,0.87,0.88,0.83,0.67,0.00,0.00,0.78,"",0,0.0,-20,-2.9,-25,-3.6,-7,-1.1,-292184,-4.7,0,0.0,0,0.0,-15,-2.1
"01033","3","10","71","0","2018","2","",46,3235,3260,3274,32522183,202199,2278,768,"",2.08,1.37,1.38,1.42,1.34,0.44,0.94,0.96,"",0,0.0,-64,-1.9,-27,-0.8,6,0.2,890195,2.8,32679,19.3,573,33.6,27,3.6
"01033","5","10","71","0","2018","2","",1222,19149,19159,19339,203343415,28599166,416126,814,"",0.97,0.95,0.95,0.95,0.94,1.02,1.00,0.98,"",12,1.0,-321,-1.6,-270,-1.4,-98,-0.5,-449734,-0.2,-92376,-0.3,-35941,-8.0,8,1.0
"01035","0","10","70","0","2018","2","",257,3503,3476,3511,30642841,4868153,76346,674,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.2,107,3.2,81,2.4,44,1.3,899572,3.0,242420,5.2,4808,6.7,5,0.7
"01035","1","10","71","0","2018","2","",4,25,26,25,320278,0,0,973,"",2.64,0.37,0.39,0.37,0.36,0.00,0.00,0.96,"",0,0.0,-4,-13.8,0,0.0,-4,-13.8,-967,-0.3,0,0.0,0,0.0,90,10.2
"01035","2","10","71","0","2018","2","",12,179,175,178,1991442,0,0,864,"",6.66,1.60,1.59,1.63,1.89,0.00,0.00,1.18,"",0,0.0,-7,-3.8,-5,-2.8,-8,-4.3,-36283,-1.8,0,0.0,0,0.0,16,1.9
"01035","3","10","71","0","2018","2","",21,500,502,521,4267131,33056,194,647,"",4.80,1.43,1.45,1.53,1.47,0.43,0.44,1.00,"",1,5.0,-14,-2.7,-7,-1.4,-14,-2.6,-142736,-3.2,3012,10.0,18,10.2,-6,-0.9
"01035","5","10","71","0","2018","2","",220,2799,2773,2787,24063990,4835097,76152,664,"",0.88,0.94,0.94,0.93,0.93,1.02,1.00,0.99,"",2,0.9,132,4.9,93,3.5,70,2.6,1079558,4.7,239408,5.2,4790,6.7,6,0.9
"01037","0","10","70","0","2018","2","",121,1396,1428,1424,11954112,1521596,23896,649,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.8,37,2.7,56,4.1,71,5.2,622660,5.5,47574,3.2,-1677,-6.6,9,1.4
"01037","1","10","71","0","2018","2","",5,18,18,18,226798,0,0,969,"",7.01,0.67,0.66,0.66,0.66,0.00,0.00,0.99,"",0,0.0,1,5.9,1,5.9,1,5.9,9697,4.5,0,0.0,0,0.0,-13,-1.3
"01037","2","10","71","0","2018","2","",10,46,45,46,379992,0,0,640,"",11.79,1.03,1.00,1.04,0.92,0.00,0.00,0.91,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
